Brand,Model,Year,Age,Transmission,Owner,FuelType,PostedDate
Mahindra,KUV 100,2016,8,Manual,second,Petrol,24-Nov
Honda,City,2018,6,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2021,3,Manual,first,Hybrid/CNG,24-Nov
Honda,City,2011,13,Automatic,second,Hybrid/CNG,24-Nov
MG,Gloster,2021,3,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Ertiga,2021,3,Manual,first,Hybrid/CNG,24-Nov
Rolls-Royce,Phantom Drop HeadCoupe,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio,2020,4,Manual,first,Hybrid/CNG,24-Nov
Honda,Civic,2011,13,Automatic,second,Petrol,24-Nov
Skoda,Rapid,2014,10,Manual,second,Diesel,24-Nov
BMW,5 Series,2021,3,Automatic,first,Diesel,24-Nov
Volvo,XC60,2020,4,Automatic,first,Diesel,24-Oct
Toyota,Urban Cruiser Hyryder,2022,2,Automatic,first,Hybrid/CNG,24-Nov
Mahindra,Scorpio,2015,9,Manual,second,Diesel,24-Nov
Toyota,Camry,2016,8,Automatic,first,Hybrid/CNG,24-Oct
Audi,A4,2015,9,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Ertiga,2021,3,Manual,first,Hybrid/CNG,24-Nov
Tata,Hexa,2017,7,Automatic,first,Diesel,24-Oct
Toyota,Innova,2011,13,Manual,second,Diesel,24-Nov
Honda,Mobilio,2014,10,Manual,second,Hybrid/CNG,24-Nov
Renault,KWID,2020,4,Manual,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2014,10,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto-800,2022,2,Manual,first,Petrol,24-Nov
Mahindra,TUV,2017,7,Automatic,first,Diesel,24-Nov
BMW,3 Series GT,2019,5,Automatic,second,Diesel,24-Nov
Mahindra,XUV 300,2023,1,Automatic,first,Petrol,24-Nov
Tata,Tiago,2017,7,Manual,second,Diesel,24-Nov
Maruti Suzuki,Alto-800,2014,10,Automatic,first,Hybrid/CNG,24-Nov
Honda,City,2017,7,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R-1-0,2021,3,Manual,first,Hybrid/CNG,24-Nov
Skoda,Superb,2009,15,Automatic,second,Petrol,24-Nov
Maruti Suzuki,XL6,2021,3,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Swift,2019,5,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2018,6,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R-1-0,2021,3,Manual,first,Hybrid/CNG,24-Nov
Mahindra,Thar,2021,3,Manual,second,Petrol,24-Sep
Honda,WRV,2019,5,Manual,first,Petrol,24-Nov
Maruti Suzuki,Alto-K10,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Creta,2017,7,Manual,second,Petrol,24-Nov
Tata,Tiago,2024,0,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Ertiga,2017,7,Manual,first,Diesel,24-Nov
Maruti Suzuki,Alto-800,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2019,5,Manual,second,Petrol,24-Nov
Toyota,Innova,2010,14,Manual,second,Diesel,24-Nov
Hyundai,Xcent,2020,4,Manual,second,Diesel,24-Nov
Hyundai,Grand i10 Nios,2020,4,Manual,second,Petrol,24-Nov
Renault,KWID,2016,8,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Alto-800,2023,1,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2016,8,Automatic,first,Hybrid/CNG,24-Nov
Toyota,Fortuner,2014,10,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2022,2,Automatic,second,Petrol,24-Nov
Mercedes-Benz,S-Class,2009,15,Automatic,second,Diesel,24-Nov
Hyundai,Creta,2018,6,Automatic,second,Diesel,24-Nov
Hyundai,Xcent,2019,5,Manual,first,Diesel,24-Nov
Nissan,Sunny,2014,10,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Ertiga,2023,1,Manual,first,Hybrid/CNG,24-Nov
Hyundai,i10,2011,13,Manual,first,Petrol,24-Nov
Maruti Suzuki,Ignis,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,Xcent,2015,9,Manual,second,Hybrid/CNG,24-Nov
Toyota,Innova Crysta,2021,3,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2023,1,Manual,first,Hybrid/CNG,24-Nov
Mercedes-Benz,E-Class,2010,14,Automatic,second,Diesel,24-Nov
Skoda,Rapid,2017,7,Automatic,first,Petrol,24-Nov
Toyota,Urban Cruiser Hyryder,2023,1,Automatic,first,Hybrid/CNG,24-Oct
Maruti Suzuki,Wagon-R-1-0,2014,10,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Brezza,2020,4,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Ertiga,2016,8,Manual,second,Hybrid/CNG,24-Nov
Honda,Accord,2013,11,Automatic,first,Petrol,24-Nov
BMW,X1,2017,7,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Celerio,2024,0,Automatic,first,Petrol,24-Nov
Volkswagen,Polo,2018,6,Automatic,first,Petrol,24-Nov
Hyundai,Xcent,2017,7,Manual,first,Diesel,24-Nov
Mercedes-Benz,C-Class,2023,1,Automatic,first,Diesel,24-Nov
Toyota,Camry,2015,9,Automatic,second,Petrol,24-Nov
Toyota,Camry,2017,7,Automatic,second,Petrol,24-Oct
Maruti Suzuki,Eeco,2024,0,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R-1-0,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Verna,2011,13,Automatic,second,Petrol,24-Nov
Mercedes-Benz,C-Class,2015,9,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Eeco,2021,3,Manual,first,Hybrid/CNG,24-Oct
Hyundai,Verna,2015,9,Manual,first,Hybrid/CNG,24-Nov
Mahindra,Nuvosport,2016,8,Automatic,first,Diesel,24-Nov
Mahindra,XUV 300,2022,2,Automatic,first,Diesel,24-Nov
Renault,Duster,2015,9,Manual,second,Diesel,24-Nov
Mercedes-Benz,E-Class,2021,3,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Ertiga,2020,4,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2019,5,Automatic,second,Petrol,24-Nov
Hyundai,i10,2011,13,Manual,second,Petrol,24-Nov
Hyundai,Santro Xing,2009,15,Manual,second,Petrol,24-Nov
Toyota,Corolla Altis,2015,9,Automatic,first,Hybrid/CNG,24-Nov
Toyota,Innova Crysta,2018,6,Automatic,first,Diesel,24-Nov
Jeep,Compass,2020,4,Automatic,first,Petrol,24-Nov
Mercedes-Benz,C-Class,2015,9,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Ertiga,2020,4,Manual,second,Hybrid/CNG,24-Nov
Renault,Duster,2015,9,Automatic,second,Diesel,24-Nov
Hyundai,i20 N Line,2021,3,Automatic,first,Petrol,24-Oct
Mahindra,Thar,2022,2,Automatic,first,Diesel,24-Nov
Ford,Ecosport,2019,5,Automatic,first,Hybrid/CNG,24-Sep
Hyundai,Xcent,2022,2,Automatic,second,Hybrid/CNG,24-Nov
Honda,City,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Mercedes-Benz,C-Class,2016,8,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Sx4,2010,14,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Vitara Brezza,2018,6,Automatic,first,Diesel,24-Nov
Hyundai,Verna,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Ford,Ecosport,2019,5,Manual,first,Diesel,24-Nov
Skoda,Superb,2018,6,Automatic,second,Petrol,24-Nov
Hyundai,Venue,2020,4,Automatic,first,Petrol,24-Sep
Hyundai,Venue,2022,2,Manual,first,Petrol,24-Nov
Hyundai,i10,2013,11,Manual,first,Petrol,24-Nov
BMW,5 Series,2017,7,Automatic,first,Diesel,24-Nov
Hyundai,Creta,2016,8,Manual,second,Diesel,24-Oct
Maruti Suzuki,Wagon-R-1-0,2020,4,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2012,12,Automatic,second,Hybrid/CNG,24-Nov
Honda,City,2015,9,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Verna,2019,5,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2020,4,Manual,first,Petrol,24-Nov
Hyundai,Grand i10 Nios,2022,2,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2011,13,Manual,second,Petrol,24-Nov
Honda,Mobilio,2015,9,Manual,first,Diesel,24-Nov
Maruti Suzuki,Celerio,2016,8,Automatic,second,Petrol,24-Nov
Tata,Indica V2,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Santro,2021,3,Automatic,first,Petrol,24-Nov
Ford,Endeavour,2017,7,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2014,10,Manual,first,Petrol,24-Nov
Hyundai,Xcent,2016,8,Manual,first,Petrol,24-Nov
Ford,Ecosport,2017,7,Manual,second,Petrol,24-Nov
Renault,KWID,2018,6,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Swift,2013,11,Manual,second,Petrol,24-Nov
Toyota,Corolla Altis,2009,15,Manual,second,Hybrid/CNG,24-Nov
Honda,Amaze,2016,8,Automatic,first,Hybrid/CNG,24-Nov
Renault,KWID,2016,8,Manual,first,Petrol,24-Nov
Volkswagen,Polo,2013,11,Manual,second,Diesel,24-Nov
Mahindra,Bolero,2015,9,Automatic,second,Diesel,24-Nov
Kia,Sonet,2022,2,Manual,first,Diesel,24-Nov
Tata,Nexon,2019,5,Manual,first,Diesel,24-Nov
Hyundai,Grand i10,2019,5,Manual,first,Petrol,24-Nov
Hyundai,i20,2017,7,Manual,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2020,4,Manual,first,Petrol,24-Nov
Maruti Suzuki,Celerio,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio,2014,10,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Ertiga,2023,1,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2013,11,Manual,first,Hybrid/CNG,24-Nov
Honda,Mobilio,2014,10,Manual,first,Diesel,24-Sep
Hyundai,Grand i10 Nios,2020,4,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2010,14,Automatic,second,Petrol,24-Nov
Mahindra,Bolero,2021,3,Manual,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R-1-0,2018,6,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Grand i10,2014,10,Automatic,second,Petrol,24-Nov
Hyundai,Creta,2020,4,Manual,first,Diesel,24-Aug
Hyundai,Santro,2019,5,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Alto-800,2019,5,Manual,second,Petrol,24-Nov
Hyundai,Santro,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Tata,Altroz,2022,2,Manual,first,Diesel,24-Nov
Hyundai,Creta,2016,8,Manual,second,Diesel,24-Oct
Honda,City,2015,9,Automatic,first,Hybrid/CNG,24-Nov
Jeep,Compass,2018,6,Automatic,second,Petrol,24-Nov
Ford,Ecosport,2018,6,Manual,first,Diesel,24-Nov
Honda,Brio,2016,8,Manual,second,Petrol,24-Nov
Tata,tata-punch,2022,2,Automatic,first,Petrol,24-Nov
Honda,City,2012,12,Manual,first,Hybrid/CNG,24-Nov
Honda,City,2011,13,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,Xcent,2017,7,Manual,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2024,0,Automatic,first,Hybrid/CNG,24-Nov
Toyota,Corolla Altis,2010,14,Automatic,second,Petrol,24-Nov
Hyundai,Grand i10,2018,6,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Elite i20,2016,8,Manual,second,Hybrid/CNG,24-Nov
MG,Hector Plus,2022,2,Manual,first,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2017,7,Manual,second,Hybrid/CNG,24-Nov
Volkswagen,Polo,2016,8,Automatic,second,Petrol,24-Nov
Hyundai,Accent,2012,12,Automatic,second,Hybrid/CNG,24-Nov
Honda,City,2015,9,Manual,second,Hybrid/CNG,24-Oct
Maruti Suzuki,Ciaz,2020,4,Manual,first,Petrol,24-Nov
Maruti Suzuki,Alto K10,2017,7,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2010,14,Manual,second,Petrol,24-Nov
Honda,Mobilio,2014,10,Manual,first,Diesel,24-Nov
Honda,Amaze,2019,5,Manual,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2020,4,Manual,first,Hybrid/CNG,24-Nov
BMW,Z4,2020,4,Automatic,second,Petrol,24-Nov
Honda,City,2021,3,Automatic,first,Petrol,24-Nov
BMW,5 Series,2017,7,Automatic,second,Diesel,24-Nov
Ford,Ecosport,2016,8,Manual,second,Petrol,24-Nov
Hyundai,i10,2013,11,Manual,second,Petrol,24-Nov
Honda,Jazz,2018,6,Automatic,first,Petrol,24-Nov
Ford,Endeavour,2017,7,Automatic,first,Diesel,24-Nov
Volkswagen,Polo,2014,10,Manual,second,Diesel,24-Nov
Mini,Cooper Clubman,2017,7,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Eeco,2022,2,Manual,first,Hybrid/CNG,24-Aug
Maruti Suzuki,Ritz,2016,8,Automatic,first,Diesel,24-Nov
Volkswagen,Vento,2013,11,Automatic,first,Petrol,24-Nov
Mahindra,XUV500,2013,11,Manual,second,Diesel,24-Nov
Hyundai,EON,2017,7,Manual,second,Petrol,24-Nov
Honda,Amaze,2013,11,Manual,first,Diesel,24-Nov
Hyundai,Grand i10,2015,9,Manual,first,Petrol,24-Nov
Hyundai,Grand i10,2017,7,Manual,first,Hybrid/CNG,24-Nov
BMW,X5,2017,7,Automatic,second,Diesel,24-Nov
Maruti Suzuki,maruti-suzuki-dzire,2018,6,Automatic,first,Diesel,24-Nov
Skoda,Octavia,2022,2,Automatic,second,Petrol,24-Nov
Ford,Endeavour,2017,7,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2015,9,Manual,second,Petrol,24-Nov
Renault,Triber,2020,4,Manual,first,Petrol,24-Nov
Porsche,Panamera,2017,7,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R-1-0,2021,3,Manual,first,Hybrid/CNG,24-Oct
Maruti Suzuki,Eeco,2013,11,Automatic,second,Hybrid/CNG,24-Nov
Toyota,Innova,2014,10,Manual,second,Diesel,24-Oct
Audi,A3,2015,9,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2011,13,Manual,second,Petrol,24-Nov
Volkswagen,Polo,2020,4,Automatic,first,Petrol,24-Nov
Honda,Brio,2013,11,Manual,second,Petrol,24-Nov
Mahindra,Scorpio-N,2023,1,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Baleno,2022,2,Manual,first,Petrol,24-Nov
Toyota,Etios Liva,2015,9,Manual,second,Diesel,24-Nov
Maruti Suzuki,Baleno,2021,3,Manual,first,Petrol,24-Nov
Hyundai,Creta,2017,7,Manual,first,Diesel,24-Nov
Maruti Suzuki,Alto-K10,2014,10,Automatic,second,Petrol,24-Nov
Hyundai,Tucson,2017,7,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2016,8,Manual,second,Diesel,24-Nov
Mahindra,Scorpio Classic,2024,0,Automatic,first,Hybrid/CNG,24-Nov
Toyota,Corolla Altis,2016,8,Automatic,first,Petrol,24-Nov
Ford,Figo Aspire,2016,8,Manual,second,Petrol,24-Nov
Mahindra,Scorpio,2018,6,Manual,first,Diesel,24-Nov
Tata,Indigo Ecs,2016,8,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Baleno,2019,5,Automatic,first,Petrol,24-Nov
Toyota,Innova Crysta,2020,4,Manual,first,Diesel,24-Nov
Ford,Endeavour,2017,7,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2022,2,Automatic,first,Hybrid/CNG,24-Nov
Jeep,Compass,2022,2,Automatic,first,Diesel,24-Oct
Hyundai,i20,2019,5,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto-K10,2017,7,Manual,first,Petrol,24-Nov
Maruti Suzuki,Swift,2015,9,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R-Stingray,2014,10,Manual,second,Petrol,24-Nov
Honda,City,2014,10,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,maruti-suzuki-dzire,2018,6,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Ignis,2022,2,Automatic,first,Petrol,24-Nov
Hyundai,i10,2011,13,Manual,first,Petrol,24-Nov
Maruti Suzuki,Ertiga,2020,4,Manual,first,Petrol,24-Nov
Kia,Sonet,2021,3,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Swift,2022,2,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift,2016,8,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift,2023,1,Manual,first,Petrol,24-Nov
Toyota,2.8 Legender 4X2,2021,3,Automatic,first,Diesel,24-Nov
Tata,Tiago,2018,6,Automatic,second,Hybrid/CNG,24-Nov
Hyundai,i10,2010,14,Automatic,second,Petrol,24-Nov
Honda,City,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Ford,Ecosport,2014,10,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Eeco,2022,2,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio,2019,5,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift-Dzire,2013,11,Manual,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R-1-0,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Chevrolet,Sail U-VA,2016,8,Manual,second,Diesel,24-Nov
Hyundai,Grand i10,2017,7,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2011,13,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Sx4,2011,13,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2018,6,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Ritz,2012,12,Manual,first,Diesel,24-Nov
Ford,Ecosport,2015,9,Manual,second,Diesel,24-Nov
Mercedes-Benz,GLS,2020,4,Automatic,first,Diesel,24-Nov
Ford,Ecosport,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Volkswagen,Passat,2013,11,Manual,first,Diesel,24-Sep
Maruti Suzuki,Vitara-Brezza,2019,5,Automatic,first,Diesel,24-Sep
Hyundai,Creta,2017,7,Automatic,first,Petrol,24-Nov
Hyundai,Accent,2011,13,Automatic,second,Hybrid/CNG,24-Nov
Volkswagen,Polo,2015,9,Automatic,second,Petrol,24-Nov
Hyundai,Aura,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,i10,2009,15,Automatic,second,Petrol,24-Nov
Chevrolet,Beat,2010,14,Manual,second,Hybrid/CNG,24-Nov
Hyundai,i20,2009,15,Manual,second,Petrol,24-Nov
Maruti Suzuki,Ciaz,2017,7,Manual,first,Diesel,24-Nov
Mercedes-Benz,A-Class Limousine,2023,1,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Vitara-Brezza,2019,5,Manual,first,Diesel,24-Nov
Audi,A6,2018,6,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Grand Vitara,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Santro,2011,13,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Wagon-R,2013,11,Manual,first,Petrol,24-Nov
Mahindra,XUV500,2015,9,Manual,second,Diesel,24-Oct
Toyota,Etios Liva,2012,12,Manual,first,Diesel,24-Nov
Tata,Nexon,2019,5,Automatic,second,Petrol,24-Nov
Honda,City,2020,4,Automatic,first,Petrol,24-Nov
Hyundai,Verna,2020,4,Manual,first,Diesel,24-Nov
Mercedes-Benz,E-Class,2018,6,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Alto-800,2014,10,Manual,second,Hybrid/CNG,24-Nov
BMW,5 Series,2014,10,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Wagon-R-Stingray,2017,7,Manual,first,Petrol,24-Nov
Honda,Jazz,2016,8,Manual,second,Diesel,24-Nov
Honda,City,2011,13,Manual,second,Hybrid/CNG,24-Oct
Maruti Suzuki,Celerio,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Sx4,2011,13,Manual,first,Diesel,24-Nov
Mercedes-Benz,GLE,2016,8,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Alto,2011,13,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2023,1,Manual,second,Hybrid/CNG,24-Nov
Hyundai,i10,2011,13,Manual,second,Petrol,24-Nov
Maruti Suzuki,Ertiga,2022,2,Manual,second,Hybrid/CNG,24-Nov
Toyota,Innova Crysta,2019,5,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ertiga,2021,3,Manual,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R-1-0,2014,10,Manual,first,Petrol,24-Nov
Toyota,Camry,2020,4,Automatic,first,Hybrid/CNG,24-Nov
Honda,Amaze,2015,9,Manual,first,Petrol,24-Nov
Audi,A6,2015,9,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2020,4,Automatic,first,Petrol,24-Nov
Audi,A6,2014,10,Automatic,second,Diesel,24-Nov
Jeep,Compass,2018,6,Manual,second,Diesel,24-Nov
Mahindra,TUV,2015,9,Manual,second,Diesel,24-Nov
Volkswagen,Polo,2017,7,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R-1-0,2014,10,Manual,first,Hybrid/CNG,24-Nov
Renault,KWID,2017,7,Automatic,second,Petrol,24-Nov
Hyundai,i20,2019,5,Manual,first,Hybrid/CNG,24-Nov
Mahindra,XUV 300,2022,2,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Vitara-Brezza,2023,1,Manual,first,Petrol,24-Nov
Mahindra,XUV500,2015,9,Manual,first,Diesel,24-Nov
Maruti Suzuki,Alto-800,2012,12,Manual,second,Petrol,24-Nov
Mahindra,XUV500,2013,11,Manual,first,Diesel,24-Nov
Chevrolet,Beat,2010,14,Manual,second,Petrol,24-Nov
Maruti Suzuki,Celerio,2019,5,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Grand i10,2017,7,Manual,second,Hybrid/CNG,24-Nov
Tata,Tiago,2020,4,Automatic,first,Hybrid/CNG,24-Nov
BMW,3 Series Gran Limousine,2023,1,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2016,8,Automatic,first,Petrol,24-Oct
Maruti Suzuki,Wagon-R,2020,4,Manual,first,Hybrid/CNG,24-Nov
Hyundai,Alcazar,2022,2,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Eeco,2020,4,Manual,second,Petrol,24-Nov
Maruti Suzuki,Swift,2010,14,Manual,second,Hybrid/CNG,24-Nov
Tata,Nexon,2019,5,Manual,first,Diesel,24-Nov
Mahindra,Ssangyong-Rexton,2014,10,Automatic,second,Diesel,24-Nov
Mercedes-Benz,S-Class,2014,10,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Celerio,2021,3,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2021,3,Automatic,first,Hybrid/CNG,24-Oct
Maruti Suzuki,Swift-Dzire,2017,7,Automatic,second,Hybrid/CNG,24-Nov
Chevrolet,Cruze,2012,12,Automatic,second,Diesel,24-Nov
Hyundai,Verna,2014,10,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Vitara-Brezza,2016,8,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ciaz,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Celerio-X,2018,6,Manual,first,Petrol,24-Nov
Hyundai,Creta,2017,7,Automatic,first,Hybrid/CNG,24-Nov
Hyundai,Verna,2018,6,Manual,first,Diesel,24-Nov
Maruti Suzuki,Wagon-R,2018,6,Automatic,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Alto-800,2016,8,Manual,second,Hybrid/CNG,24-Nov
Honda,Amaze,2015,9,Manual,second,Petrol,24-Nov
Toyota,Corolla Altis,2011,13,Automatic,second,Hybrid/CNG,24-Nov
Mahindra,XUV500,2016,8,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ertiga,2012,12,Manual,second,Hybrid/CNG,24-Nov
Hyundai,i10,2012,12,Automatic,second,Hybrid/CNG,24-Nov
Honda,City,2019,5,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Wagon-R,2011,13,Manual,second,Hybrid/CNG,24-Nov
Hyundai,Grand i10 Nios,2021,3,Automatic,second,Petrol,24-Nov
Renault,KWID,2019,5,Automatic,first,Petrol,24-Nov
Maruti Suzuki,Baleno,2017,7,Manual,second,Petrol,24-Nov
Toyota,Etios,2015,9,Manual,first,Diesel,24-Nov
Honda,WRV,2019,5,Manual,first,Petrol,24-Nov
Mercedes-Benz,B Class,2014,10,Automatic,second,Petrol,24-Nov
Mercedes-Benz,CLA,2018,6,Automatic,second,Diesel,24-Nov
Mahindra,XUV500,2018,6,Automatic,first,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2018,6,Manual,first,Diesel,24-Nov
Nissan,Sunny,2012,12,Manual,second,Diesel,24-Nov
Volvo,XC60,2020,4,Automatic,first,Diesel,24-Oct
Hyundai,i20,2013,11,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Ertiga,2019,5,Manual,first,Hybrid/CNG,24-Nov
Honda,City,2016,8,Automatic,second,Petrol,24-Nov
Mini,Cooper 3 DOOR,2015,9,Automatic,first,Diesel,24-Nov
Toyota,Corolla Altis,2009,15,Automatic,second,Hybrid/CNG,24-Nov
Mercedes-Benz,C-Class,2017,7,Automatic,first,Diesel,24-Nov
Hyundai,Eon,2014,10,Manual,first,Petrol,24-Oct
Maruti Suzuki,Swift-Dzire,2018,6,Manual,second,Diesel,24-Nov
Maruti Suzuki,Swift-Dzire,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Tata,Altroz,2023,1,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Eeco,2021,3,Automatic,first,Hybrid/CNG,24-Oct
BMW,5 Series,2012,12,Automatic,second,Diesel,24-Nov
Maruti Suzuki,Swift,2019,5,Automatic,second,Petrol,24-Nov
Maruti Suzuki,Ertiga,2015,9,Manual,first,Hybrid/CNG,24-Nov
Maruti Suzuki,Sx4,2010,14,Manual,second,Hybrid/CNG,24-Nov
Toyota,Innova,2012,12,Manual,second,Diesel,24-Nov
Maruti Suzuki,Ritz,2016,8,Manual,second,Petrol,24-Nov
Maruti Suzuki,Alto,2007,17,Manual,second,Hybrid/CNG,24-Nov
Maruti Suzuki,Swift,2016,8,Manual,first,Diesel,24-Nov
Maruti Suzuki,Ertiga,2023,1,Automatic,first,Hybrid/CNG,24-Nov
Honda,City,2009,15,Automatic,second,Hybrid/CNG,24-Nov
Maruti Suzuki,S-Cross,2017,7,Manual,first,Diesel,24-Nov
Nissan,Micra,2013,11,Manual,second,Petrol,24-Sep
Mercedes-Benz,M-Class,2014,10,Automatic,second,Diesel,24-Nov
Volkswagen,VentoTest,2013,11,Automatic,second,Hybrid/CNG,24-Nov
